shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
5-1-1,41.7891729172243,140.751621752276,36
5-1-1,41.7891121684367,140.751582510212,37
5-1-1,41.7867,140.751,38
5-1-1,41.7858903075255,140.750787907028,39
5-1-1,41.7857275659879,140.750634670258,40
5-1-1,41.78401,140.7485,41
5-1-1,41.78086,140.7446,42
5-1-1,41.77798,140.7409,43
5-1-1,41.77618,140.7387,44
5-1-1,41.77397,140.7359,45
5-1-1,41.7727981764244,140.734448413522,46
5-1-1,41.77168,140.7334,47
5-1-1,41.7712160196725,140.732953432028,48
5-1-1,41.7711474063649,140.732806872504,49
5-1-1,41.7711514288974,140.732670954513,50
5-1-1,41.7716044947871,140.731285214424,51
5-1-1,41.7724213941356,140.72895166348,52
5-1-1,41.7726146832959,140.72835624218,53
5-1-1,41.7726251367468,140.728199128424,54
5-1-1,41.772584170735,140.728063035829,55
5-1-1,41.77247,140.728,56
5-1-1,41.770978375166,140.726945371137,57
5-1-1,41.769385,140.725577142857,58
5-1-1,41.7680316685644,140.724234590694,59
5-1-1,41.7673757301915,140.723555117144,60
5-1-1,41.7668358432162,140.723049025209,61
5-1-1,41.76664,140.7228,62
5-1-1,41.7657058202837,140.721677367129,63
5-1-1,41.7652633579304,140.721115474265,64
5-1-1,41.7648742758194,140.720472297014,65
5-1-1,41.7644639264185,140.71966401923,66
5-1-1,41.7644633333334,140.719671428572,67
5-1-1,41.7642523295832,140.719109763936,68
5-1-1,41.7640352931059,140.718391019222,69
5-1-1,41.7639321482177,140.717753558894,70
5-1-1,41.7639384768434,140.717294812202,71
5-1-1,41.7640214007814,140.716877554921,72
5-1-1,41.7641260733336,140.716566738783,73
5-1-1,41.7644524187274,140.715909072113,74
5-1-1,41.76654,140.7125,75
5-1-1,41.7669866572791,140.711835700389,76
5-1-1,41.7673324503681,140.711271240071,77
5-1-1,41.7675620807276,140.711059434509,78
5-1-1,41.7686475635736,140.710315675245,79
5-1-1,41.76972,140.709534285714,80
5-1-1,41.7700058724514,140.70932468714,81
5-1-1,41.7719948218515,140.706088572039,82
5-1-1,41.7729545064444,140.70453286171,83
5-1-1,41.77308,140.7044,84
5-1-9,41.78328,140.779265714286,1
5-1-9,41.7827107943694,140.780455470085,2
5-1-9,41.7824285282027,140.781129608318,3
5-1-9,41.78196,140.7823,4
5-1-9,41.7816724879904,140.783007329232,5
5-1-9,41.7811674698072,140.783804499871,6
5-1-9,41.7809479544758,140.784087355695,7
5-1-9,41.7803179235701,140.784741698292,8
5-1-9,41.7801251590236,140.785020502526,9
5-1-9,41.78009,140.7851,10
5-1-9,41.7798291657773,140.785611345128,11
5-1-9,41.7797671345724,140.785887876211,12
5-1-9,41.7797243939575,140.786115105711,13
5-1-9,41.7803446740896,140.788031806782,14
5-1-9,41.7806839508307,140.788866877556,15
5-1-9,41.7810462042216,140.789626613671,16
5-1-9,41.78106447179,140.789871802167,17
5-1-9,41.7811,140.79,18
5-1-3,41.783365,140.778994285714,1
5-1-3,41.7835923154802,140.778361568614,2
5-1-3,41.78414,140.7766,3
5-1-3,41.7842983229547,140.776135364233,4
5-1-3,41.7844630674442,140.775743732616,5
5-1-3,41.7848218241598,140.774976620838,6
5-1-3,41.7852425717208,140.77415044226,7
5-1-3,41.7857980658047,140.772975634711,8
5-1-3,41.78708,140.7701,9
5-1-3,41.7873080197215,140.769545905849,10
5-1-3,41.7878130110735,140.767286609541,11
5-1-3,41.7879,140.7655,12
5-1-3,41.787957730762,140.764431371416,13
5-1-3,41.78862,140.7594,14
5-1-3,41.7886917018644,140.758806428255,15
5-1-3,41.7887609463995,140.757808704703,16
5-1-3,41.788935431387,140.755071043968,17
5-1-3,41.78914,140.7531,18
5-1-3,41.7892534586465,140.751854986409,19
5-1-3,41.7892299149582,140.751696854128,20
5-1-3,41.7891729172243,140.751621752276,21
5-1-3,41.7891121684367,140.751582510212,22
5-1-3,41.7867,140.751,23
5-1-3,41.7858903075255,140.750787907028,24
5-1-3,41.7857275659879,140.750634670258,25
5-1-3,41.78401,140.7485,26
5-1-3,41.78086,140.7446,27
5-1-3,41.77798,140.7409,28
5-1-3,41.77618,140.7387,29
