route_id,direction,stop_sequence,stop_name
55H,0,14,赤川
55H,0,15,道南四季の杜公園
5A,0,1,函館駅前
5A,0,2,五稜郭タワー
5A,0,3,花びしホテル前
5A,0,4,湯の川温泉
5A,0,5,熱帯植物園前
5A,0,6,函館空港
5A,0,7,函館牛乳あいす１１８
60,0,1,函館駅前
60,0,2,松風町
60,0,3,新川町
60,0,4,千歳町
60,0,5,昭和橋
60,0,6,堀川町
60,0,7,千代台
60,0,8,中央病院前
60,0,9,五稜郭
60,0,10,五稜郭公園入口
60,0,11,中央図書館前
60,0,12,五稜郭公園裏
60,0,13,本通１丁目
60,0,14,本通小学校前
60,0,15,本通小学校裏
60,0,16,吉田眼科病院
60,0,17,農住団地中央通
60,0,18,本通中学校前
60,0,19,農住団地北口
60,0,20,世界救世教前
60,0,21,見晴通
60,0,22,山の手１丁目
60,0,23,山の手団地
60,0,24,日吉自由が丘団地
60,0,25,コンテ日吉
60,0,26,日吉営業所前
60A,0,1,函館駅前
60A,0,2,松風町・プレイＧ
60A,0,3,松風町
60A,0,4,新川町
60A,0,5,千歳町
60A,0,6,昭和橋
60A,0,7,堀川町
60A,0,8,千代台
60A,0,9,中央病院前
60A,0,10,五稜郭
60A,0,11,五稜郭公園入口
60A,0,12,中央図書館前
60A,0,13,五稜郭公園裏
60A,0,14,本通１丁目
60A,0,15,本通小学校前
60A,0,16,本通小学校裏
60A,0,17,吉田眼科病院
60A,0,18,農住団地中央通
60A,0,19,本通中学校前
60A,0,20,農住団地北口
60A,0,21,世界救世教前
60A,0,22,見晴通
60A,0,23,山の手１丁目
60A,0,24,山の手団地
60A,0,25,第３・新東山墓園
60A,0,26,リサイクルＣ
60A,0,27,東山ゴルフ場
60A,0,28,東山ニュータウン
60B,0,1,元町／西高校前
60B,0,2,十字街
60B,0,3,函館駅前
60B,0,4,松風町
60B,0,5,新川町
60B,0,6,千歳町
60B,0,7,昭和橋
60B,0,8,堀川町
60B,0,9,千代台
60B,0,10,中央病院前
60B,0,11,五稜郭
60B,0,12,五稜郭公園入口
60B,0,13,中央図書館前
60B,0,14,五稜郭公園裏
60B,0,15,本通１丁目
60B,0,16,本通小学校前
60B,0,17,本通小学校裏
60B,0,18,吉田眼科病院
60B,0,19,農住団地中央通
60B,0,20,本通中学校前
60B,0,21,農住団地北口
60B,0,22,世界救世教前
60B,0,23,見晴通
60B,0,24,山の手１丁目
60B,0,25,山の手団地
60B,0,26,日吉自由が丘団地
60B,0,27,コンテ日吉
60B,0,28,日吉営業所前
61,0,1,函館バスセンター
61,0,2,松風町・そよかぜ
61,0,3,函館駅前
61,0,4,松風町
61,0,5,新川町
61,0,6,千歳町
61,0,7,昭和橋
61,0,8,堀川町
61,0,9,千代台
61,0,10,中央病院前
61,0,11,五稜郭
61,0,12,五稜郭公園入口
61,0,13,中央図書館前
61,0,14,五稜郭公園裏
61,0,15,鍛治さくら認定こども園
61,0,16,西堀病院前
61,0,17,鍛治団地
61,0,18,鍛治２丁目
61,0,19,神山通
61,0,20,神山２丁目
61,0,21,東山墓園前
61,0,22,陣川１丁目
61,0,23,陣川団地前
61,0,24,よつば学園前
61,0,25,東山町西
61,0,26,東山町
61,0,27,東陣川・翔大鋼業前
61,0,28,放光寺
61,0,29,高野寺
61,0,30,東照宮参道
61,0,31,宮の苑
61,0,32,栗の木公園
61,0,33,上陣川
62,0,1,臨空工業団地通
62,0,2,東山見晴台団地下
62,0,3,臨空工業団地入口
62,0,4,すずらんの丘
62,0,5,日吉営業所前
62,0,6,函館フットボール
62,0,7,日吉町４丁目
62,0,8,ポリテクセンター函館
62,0,9,団地通
62,0,10,花園団地通
62,0,11,東本通
62,0,12,本通新橋
62,0,13,吉田眼科病院
62,0,14,本通小学校裏
62,0,15,工業高校裏
62,0,16,工業高校前
62,0,17,大妻高校前
62,0,18,市立函館高校前
62,0,19,柏野小学校裏
62,0,20,五稜郭病院前
62,0,21,五稜郭公園入口
62,0,22,五稜郭
62,0,23,テーオーデパート前
62,0,24,函館税務署入口
62,0,25,共愛会病院前
62,0,26,中の橋
62,0,27,大縄町
62,0,28,昭和通・小笹内科医院
62,0,29,若松町
62,0,30,棒二・のぞみ大門
62,0,31,市役所前・平山医院
63,0,1,日吉営業所前
63,0,2,日吉四丁目団地
63,0,3,山の手３丁目
63,0,4,北中学校通
63,0,5,山の手２丁目
63,0,6,世界救世教前
63,0,7,白百合学園前
63,0,8,東本通
63,0,9,本通新橋
63,0,10,吉田眼科病院
63,0,11,本通小学校裏
63,0,12,工業高校裏
63,0,13,工業高校前
63,0,14,大妻高校前
63,0,15,市立函館高校前
63,0,16,柏野小学校裏
63,0,17,五稜郭病院前
63,0,18,五稜郭公園入口
63,0,19,五稜郭
63,0,20,テーオーデパート前
63,0,21,函館税務署入口
63,0,22,共愛会病院前
63,0,23,中の橋
63,0,24,大縄町
63,0,25,昭和通・小笹内科医院
63,0,26,若松町
63,0,27,棒二・のぞみ大門
63,0,28,市役所前・平山医院
66,0,1,昭和ターミナル
66,0,2,新都市病院前
66,0,3,南石川
66,0,4,函館青年寮前
66,0,5,石川保育園前
66,0,6,石川町中央
66,0,7,石川町会館前
66,0,8,函館石川郵便局
66,0,9,支援学校入口
66,0,10,函館高等支援学校
66,0,11,石川町
66,0,12,亀田中野
66,0,13,美原台
66,0,14,赤川中学校前
66,0,15,園芸センター
66,0,16,赤川入口
66,0,17,赤川1丁目
66,0,18,赤川通
66,0,19,函館地方気象台
66,0,20,亀田支所前
66,0,21,亀田支所前
66,0,22,中央小学校前
66,0,23,神山通・エンゼル小児
66,0,24,鍛治２丁目
66,0,25,鍛治団地
66,0,26,西堀病院前
66,0,27,鍛治さくら認定こども
66,0,28,五稜郭公園裏
66,0,29,中央図書館前
66,0,30,五稜郭公園入口
66,0,31,五稜郭
66,0,32,杉並町
66,0,33,柏木町
66,0,34,深堀町
66,0,35,競馬場前
66,0,36,駒場車庫前
66,0,37,函館アリーナ
66,0,38,湯川温泉電停前
66,0,39,湯倉神社前
66,0,40,湯川小学校前
66,0,41,戸倉町
66,0,42,戸倉中学校下
66,0,43,湯川団地北口
66,0,44,湯川団地中央
66,0,45,湯川団地北口
66,0,46,上湯川小学校下
66,0,47,トラピスチヌ入口
66,0,48,西旭岡１丁目
66,0,49,西旭岡４区
66,0,50,旭岡小学校前
66,0,51,旭岡幼稚園前
66,0,52,西旭岡２丁目
66,0,53,旭岡団地
66,0,54,西旭岡３丁目
66,0,55,児童公園前
66,0,56,旭岡中学校前
67,0,1,函館駅前
67,0,2,松風町
67,0,3,新川町
67,0,4,千歳町
67,0,5,昭和橋
67,0,6,堀川町
67,0,7,千代台
67,0,8,中央病院前
67,0,9,五稜郭
67,0,10,五稜郭公園入口
67,0,11,中央図書館前
67,0,12,五稜郭公園裏
67,0,13,鍛治さくら認定こども園
67,0,14,西堀病院前
67,0,15,鍛治団地
67,0,16,鍛治２丁目
67,0,17,神山通
67,0,18,中央小学校前
67,0,19,亀田支所前
67,0,20,亀田中学校前
67,0,21,昭和ターミナル
67,0,22,昭和１丁目
67,0,23,昭和営業所前
67,0,24,昭和２丁目
67,0,25,昭和小学校前
67,0,26,昭和高台
67,0,27,桐花通中央
67,0,28,清尚学院高等学校前(高台通)
67,0,29,亀田小学校前
67,0,30,函館盲学校前
67,0,31,白鳥町
67,0,32,教育大通
67,0,33,テーオーデパート前
67,0,34,五稜郭
67,0,35,中央病院前
67,0,36,千代台
67,0,37,堀川町
67,0,38,昭和橋
67,0,39,千歳町
67,0,40,新川町
67,0,41,松風町
67,0,42,棒二森屋前
67,0,43,函館駅前
67A,0,1,昭和営業所前
67A,0,2,昭和１丁目
67A,0,3,昭和ターミナル
67A,0,4,亀田中学校前
67A,0,5,亀田支所前
67A,0,6,中央小学校前
67A,0,7,神山通
67A,0,8,鍛治２丁目
67A,0,9,鍛治団地
67A,0,10,西堀病院前
67A,0,11,鍛治さくら認定こども園
67A,0,12,五稜郭公園裏
67A,0,13,中央図書館前
67A,0,14,五稜郭公園入口
67A,0,15,五稜郭
67A,0,16,中央病院前
67A,0,17,千代台
67A,0,18,堀川町
67A,0,19,昭和橋
67A,0,20,千歳町
67A,0,21,新川町
67A,0,22,松風町
67A,0,23,棒二森屋前
67A,0,24,函館駅前
67B,0,1,函館高等支援学校
67B,0,2,支援学校入口
67B,0,3,函館石川郵便局
67B,0,4,石川町会館前
67B,0,5,石川町中央
67B,0,6,北美原クリニック前
67B,0,7,石川学園台
67B,0,8,新都市病院正門前
67B,0,9,昭和ターミナル
67B,0,10,亀田中学校前
67B,0,11,亀田支所前
67B,0,12,中央小学校前
67B,0,13,神山通
67B,0,14,鍛治２丁目
67B,0,15,鍛治団地
67B,0,16,西堀病院前
67B,0,17,鍛治さくら認定こども園
67B,0,18,五稜郭公園裏
67B,0,19,中央図書館前
67B,0,20,五稜郭公園入口
67B,0,21,五稜郭
67B,0,22,中央病院前
67B,0,23,千代台
67B,0,24,堀川町
67B,0,25,昭和橋
67B,0,26,千歳町
67B,0,27,新川町
67B,0,28,松風町
67B,0,29,棒二森屋前
67B,0,30,函館駅前
68,0,1,函館駅前
68,0,2,松風町
68,0,3,新川町
68,0,4,千歳町
68,0,5,昭和橋
68,0,6,堀川町
68,0,7,千代台
68,0,8,中央病院前
68,0,9,五稜郭
68,0,10,五稜郭公園入口
68,0,11,中央図書館前
68,0,12,五稜郭公園裏
68,0,13,鍛治さくら認定こども園
68,0,14,西堀病院前
68,0,15,鍛治団地
68,0,16,鍛治２丁目
68,0,17,神山通
68,0,18,中央小学校前
68,0,19,亀田支所前
68,0,20,亀田中学校前
68,0,21,昭和ターミナル
68,0,22,昭和１丁目
68,0,23,昭和営業所前
68,0,24,昭和２丁目
68,0,25,昭和小学校前
68,0,26,昭和高台
68,0,27,桐花通中央
68,0,28,清尚学院・高台通り
68,0,29,亀田小学校前
68,0,30,函館盲学校前
68,0,31,白鳥町
68,0,32,教育大通
68,0,33,テーオーデパート前
68,0,34,五稜郭
68,0,35,五稜郭
68,0,36,中央病院前
68,0,37,中部高校裏
68,0,38,千代台
70,0,1,鱒川入口
70,0,2,旭岡公園前
70,0,3,旭岡団地
70,0,4,西旭岡２丁目
70,0,5,旭岡幼稚園前
70,0,6,旭岡小学校前
70,0,7,西旭岡４区
70,0,8,西旭岡１丁目
70,0,9,トラピスチヌ入口
70,0,10,上湯川小学校下
70,0,11,湯川団地北口
70,0,12,湯川団地中央
70,0,13,湯川団地北口
70,0,14,戸倉中学校下
70,0,15,戸倉町
70,0,16,湯川小学校前
70,0,17,湯倉神社前
70,0,18,湯川中学校前
70,0,19,学園前
70,0,20,日吉町１丁目
70,0,21,花園町・十字街
70,0,22,花園町
70,0,23,花園団地通
70,0,24,東本通
70,0,25,白百合学園前
70,0,26,東山団地
70,0,27,東山公園
70,0,28,神山通
70,0,29,中央小学校前
70,0,30,亀田支所前
70,0,31,亀田中学校前
70,0,32,昭和ターミナル
70A,0,1,鱒川入口
70A,0,2,旭岡公園前
70A,0,3,旭岡団地
70A,0,4,旭岡団地
70A,0,5,西旭岡２丁目
70A,0,6,旭岡幼稚園前
70A,0,7,旭岡小学校前
70A,0,8,西旭岡４区
70A,0,9,西旭岡１丁目
70A,0,10,トラピスチヌ入口
70A,0,11,上湯川小学校下
70A,0,12,湯川団地北口
70A,0,13,湯川団地中央
70A,0,14,湯川団地中央
70A,0,15,湯川団地北口
70A,0,16,戸倉中学校下
70A,0,17,戸倉町
70A,0,18,湯川小学校前
70A,0,19,湯倉神社前
70A,0,20,湯川中学校前
70A,0,21,学園前
70A,0,22,日吉町１丁目
70A,0,23,花園町・十字街
70A,0,24,花園町
70A,0,25,花園団地通
70A,0,26,東本通
70A,0,27,白百合学園前
70A,0,28,東山団地
70A,0,29,東山公園
70A,0,30,神山通
70A,0,31,中央小学校前
70A,0,32,亀田支所前
70A,0,33,亀田中学校前
70A,0,34,昭和ターミナル
70A,0,35,新都市病院正門前
70A,0,36,石川学園台
70A,0,37,北美原クリニック前
70A,0,38,石川町中央
70A,0,39,石川町会館前
70A,0,40,函館石川郵便局
70A,0,41,支援学校入口
70A,0,42,函館高等支援学校
71,0,1,昭和ターミナル
71,0,2,新都市病院正門前
71,0,3,石川学園台
71,0,4,北美原クリニック前
71,0,5,石川町中央
71,0,6,石川町会館前
71,0,7,函館石川郵便局
71,0,8,支援学校入口
71,0,9,ﾎｰﾏｯｸｽｰﾊﾟｰﾃﾞﾎﾟ石川
71,0,10,中の沢
71,0,11,三育小学校前
71,0,12,めぐみ幼稚園前
71,0,13,桔梗福祉交流センター
71,0,14,桔梗
71,0,15,上桔梗
71,0,16,南桔梗
71,0,17,桔梗小学校前
71,0,18,昭和
71,0,19,新都市病院前
71,0,20,昭和ターミナル
71,0,21,亀田中学校前
71,0,22,亀田支所前
71,0,23,中央小学校前
71,0,24,神山通
71,0,25,東山公園
71,0,26,東山団地
71,0,27,白百合学園前
71,0,28,東本通
71,0,29,花園団地通
71,0,30,花園町
71,0,31,日吉町１丁目
71,0,32,学園前
71,0,33,湯川中学校前
71,0,34,湯倉神社前
71,0,35,電話交換局前
71,0,36,函館高専前
71,0,37,戸倉ケ丘団地入口
71,0,38,函館大学前
72,0,1,日吉営業所前
72,0,2,コンテ日吉
72,0,3,日吉自由が丘団地
72,0,4,山の手団地
72,0,5,山の手１丁目
72,0,6,見晴通
72,0,7,世界救世教前
72,0,8,白百合学園前
72,0,9,東山団地
72,0,10,東山公園
72,0,11,神山通
72,0,12,中央小学校前
72,0,13,亀田支所前
72,0,14,亀田中学校前
72,0,15,昭和ターミナル
72,0,16,新都市病院前
72,0,17,昭和
72,0,18,流通センター入口
72,0,19,中央自動車学校前
72,0,20,西桔梗
72,0,21,七重浜保育園前
72,0,22,七重浜駅通
72,0,23,桜ヶ丘団地前
72,0,24,北大裏
72,0,25,東港
72,0,26,港小学校前
72,0,27,市立函館病院
73,0,1,函館大学前
73,0,2,戸倉ケ丘団地入口
73,0,3,函館高専前
73,0,4,電話交換局前
73,0,5,湯倉神社前
73,0,6,湯川中学校前
73,0,7,学園前
73,0,8,日吉町１丁目
73,0,9,花園町
73,0,10,花園団地通
73,0,11,東本通
73,0,12,白百合学園前
73,0,13,東山団地
73,0,14,東山公園
73,0,15,神山通
73,0,16,中央小学校前
73,0,17,亀田支所前
73,0,18,函館地方気象台
73,0,19,渡島総合振興局前
73,0,20,美原３丁目
73,0,21,附属中学校前
73,0,22,特別支援学校前
73,0,23,北美原小学校前
73,0,24,美原台東
73,0,25,美原台団地入口
73,0,26,美原台団地
73,0,27,北美原２丁目
73,0,28,石川町第一公園
73,0,29,函館石川郵便局
73,0,30,支援学校入口
73,0,31,函館高等支援学校
73,0,32,湯元花の湯前
73,0,33,ＮＣＶ函館センター
73,0,34,桔梗中通
73,0,35,林業試験場前
73,0,36,桔梗福祉交流センター
73,0,37,松原通
73,0,38,南大川
73,0,39,中央大川
73,0,40,大川
73,0,41,北大川
73,0,42,大川２号橋
73,0,43,町民ｾﾝﾀｰ・ｺﾓﾝ前
73,0,44,見晴通入口
73,0,45,武佐川橋
73,0,46,湯出川２号橋
73,0,47,上大中山
73,0,48,桜岡
73,0,49,鳴川
73,0,50,七飯高校前
73,0,51,ななえ新病院
73A,0,1,函館大学前
73A,0,2,戸倉ケ丘団地入口
73A,0,3,函館高専前
73A,0,4,電話交換局前
73A,0,5,湯倉神社前
73A,0,6,湯川中学校前
73A,0,7,学園前
73A,0,8,日吉町１丁目
73A,0,9,花園町
73A,0,10,花園団地通
73A,0,11,東本通
73A,0,12,白百合学園前
73A,0,13,東山団地
73A,0,14,東山公園
73A,0,15,神山通
73A,0,16,中央小学校前
73A,0,17,亀田支所前
73A,0,18,函館地方気象台
73A,0,19,渡島総合振興局前
73A,0,20,美原３丁目
73A,0,21,附属中学校前
73A,0,22,特別支援学校前
73A,0,23,北美原小学校前
73A,0,24,美原台東
73A,0,25,美原台団地入口
73A,0,26,美原台団地
73A,0,27,北美原２丁目
73A,0,28,石川町第一公園
73A,0,29,函館石川郵便局
73A,0,30,支援学校入口
73A,0,31,函館高等支援学校
73A,0,32,湯元花の湯前
73A,0,33,ＮＣＶ函館センター
73A,0,34,桔梗中通
73A,0,35,林業試験場前
73A,0,36,桔梗福祉交流センター
73A,0,37,松原通
73A,0,38,南大川
73A,0,39,中央大川
73A,0,40,大川
73A,0,41,北大川
73A,0,42,大川２号橋
73A,0,43,町民ｾﾝﾀｰ・ｺﾓﾝ前
73A,0,44,見晴通入口
73A,0,45,武佐川橋
73A,0,46,湯出川２号橋
73A,0,47,上大中山
73A,0,48,桜岡
73A,0,49,鳴川
73A,0,50,七飯
73A,0,51,七飯役場通
73A,0,52,七飯役場前
73A,0,53,アカシヤ団地
73A,0,54,ななえ新病院
74,0,1,日吉営業所前
74,0,2,函館フットボールパーク前
74,0,3,日吉町４丁目
74,0,4,ポリテクセンター函館
74,0,5,団地通
74,0,6,花園団地通
74,0,7,東本通
74,0,8,白百合学園前
74,0,9,東山団地
74,0,10,東山公園
74,0,11,神山通
74,0,12,中央小学校前
74,0,13,亀田支所前
74,0,14,亀田中学校前
74,0,15,昭和ターミナル
74,0,16,新都市病院前
74,0,17,蔦屋書店前
74,0,18,昭和
74,0,19,南昭和
74,0,20,中央昭和
74,0,21,機関区前
74,0,22,函館記念病院
74,0,23,五稜郭駅前
74,0,24,ＪＲ車両所前
74,0,25,大野新道入口
74,0,26,亀田町
74,0,27,ガス会社前
74,0,28,万代町
74,0,29,海岸町
74,0,30,総合福祉センター裏
74,0,31,函館駅前
75,0,1,日吉営業所前
75,0,2,函館フットボールパーク前
75,0,3,日吉町４丁目
75,0,4,ポリテクセンター函館
75,0,5,団地通
75,0,6,花園町
75,0,7,日吉町１丁目
75,0,8,学園前
75,0,9,湯川中学校前
75,0,10,湯倉神社前
75,0,11,湯川小学校前
75,0,12,戸倉町
75,0,13,戸倉中学校下
75,0,14,湯川団地北口
75,0,15,湯川団地中央
75,0,16,空港団地入口
75,0,17,函館空港
76,0,1,昭和営業所前
76,0,2,亀田中学校前
76,0,3,亀田支所前
76,0,4,亀田支所前
76,0,5,中央小学校前
76,0,6,神山通
76,0,7,東山公園
76,0,8,東山団地
76,0,9,白百合学園前
76,0,10,東本通
76,0,11,花園団地通
76,0,12,花園町
76,0,13,日吉町１丁目
76,0,14,学園前
76,0,15,湯川中学校前
76,0,16,湯倉神社前
76,0,17,電話交換局前
76,0,18,函館高専前
76,0,19,戸倉ケ丘団地入口
76,0,20,函館大学前
76B,0,1,昭和営業所前
76B,0,2,亀田中学校前
76B,0,3,亀田支所前
76B,0,4,中央小学校前
76B,0,5,神山通
76B,0,6,東山公園
76B,0,7,東山団地
76B,0,8,白百合学園前
76B,0,9,東本通
76B,0,10,花園団地通
76B,0,11,花園町
76B,0,12,日吉町１丁目
76B,0,13,学園前
76B,0,14,湯川中学校前
76B,0,15,湯倉神社前
76B,0,16,湯川小学校前
76B,0,17,戸倉町
76B,0,18,戸倉中学校下
76B,0,19,湯川団地北口
76B,0,20,湯川団地中央
76B,0,21,湯川団地中央
76B,0,22,湯川団地北口
76B,0,23,上湯川小学校下
76B,0,24,トラピスチヌ入口
76B,0,25,西旭岡一丁目
76B,0,26,西旭岡４区
76B,0,27,旭岡小学校前
76B,0,28,旭岡幼稚園前
76B,0,29,西旭岡二丁目
76B,0,30,旭岡団地
76B,0,31,旭岡生協前
76B,0,32,旭岡中学校前
78,0,1,昭和ターミナル
78,0,2,新都市病院前
78,0,3,昭和
78,0,4,南昭和
78,0,5,中央昭和
78,0,6,機関区前
78,0,7,函館記念病院
78,0,8,五稜郭駅前
78,0,9,ＪＲ車両所前
78,0,10,大野新道入口
78,0,11,亀田町
78,0,12,ガス会社前
78,0,13,宮前町
78,0,14,新世橋
78,0,15,テーオーデパート前
78,0,16,五稜郭
78,0,17,五稜郭公園入口
78,0,18,警察署前
78,0,19,田家入口
78,0,20,医師会病院前
78,0,21,富岡
78,0,22,亀田支所前
78,0,23,中央小学校前
78,0,24,神山通
78,0,25,東山公園
78,0,26,東山団地
78,0,27,白百合学園前
78,0,28,東本通
78,0,29,花園団地通
78,0,30,花園町
78,0,31,日吉町１丁目
78,0,32,学園前
78,0,33,湯川中学校前
78,0,34,湯倉神社前
78,0,35,電話交換局前
78,0,36,函館高専前
78,0,37,戸倉ヶ丘団地入口
78,0,38,函館大学前
7A,0,1,函館空港
7A,0,2,空港団地入口
7A,0,3,湯川団地中央
7A,0,4,湯川団地北口
7A,0,5,戸倉中学校下
7A,0,6,戸倉町
7A,0,7,湯川小学校前
7A,0,8,湯倉神社前
7A,0,9,湯川温泉電停前
7A,0,10,函館アリーナ
7A,0,11,駒場車庫前
7A,0,12,競馬場前
7A,0,13,深堀町
7A,0,14,柏木町
7A,0,15,杉並町
7A,0,16,五稜郭
7A,0,17,五稜郭公園入口
7A,0,18,警察署前
7A,0,19,田家入口
7A,0,20,医師会病院前
7A,0,21,富岡
7A,0,22,亀田支所前
7A,0,23,中央小学校前
7A,0,24,神山通
7A,0,25,東山公園
7A,0,26,東山団地
7A,0,27,白百合学園前
7A,0,28,東本通
7A,0,29,花園団地通
7A,0,30,花園町
7A,0,31,花園町・十字街
7A,0,32,日吉町１丁目
7A,0,33,学園前
7A,0,34,湯川中学校前
7A,0,35,湯倉神社前
7A,0,36,湯川小学校前
7A,0,37,戸倉町
7A,0,38,戸倉中学校下
7A,0,39,湯川団地北口
7A,0,40,湯川団地中央
7A,0,41,空港団地入口
7A,0,42,函館空港
7B,0,1,函館空港
7B,0,2,上瀬戸川町
7B,0,3,瀬戸川町
7B,0,4,空港団地
7B,0,5,空港団地入口
7B,0,6,湯川団地中央
7B,0,7,湯川団地北口
7B,0,8,戸倉中学校下
7B,0,9,戸倉町
7B,0,10,湯川小学校前
7B,0,11,湯倉神社前
7B,0,12,湯川温泉電停前
7B,0,13,函館アリーナ
7B,0,14,駒場車庫前
7B,0,15,競馬場前
7B,0,16,深堀町
7B,0,17,柏木町
7B,0,18,杉並町
7B,0,19,五稜郭
7B,0,20,五稜郭公園入口
7B,0,21,警察署前
7B,0,22,田家入口
7B,0,23,医師会病院前
7B,0,24,富岡
7B,0,25,亀田支所前
7B,0,26,中央小学校前
7B,0,27,神山通
7B,0,28,東山公園
7B,0,29,東山団地
7B,0,30,白百合学園前
7B,0,31,東本通
7B,0,32,花園団地通
7B,0,33,花園町
7B,0,34,花園町・十字街
7B,0,35,日吉町１丁目
7B,0,36,学園前
7B,0,37,湯川中学校前
7B,0,38,湯倉神社前
7B,0,39,湯川小学校前
7B,0,40,戸倉町
7B,0,41,戸倉中学校下
7B,0,42,湯川団地北口
7B,0,43,湯川団地中央
7B,0,44,空港団地入口
7B,0,45,函館空港
7F,0,1,函館空港
7F,0,2,空港団地入口
7F,0,3,湯川団地中央
7F,0,4,湯川団地北口
7F,0,5,戸倉中学校下
7F,0,6,戸倉町
7F,0,7,湯川小学校前
7F,0,8,湯倉神社前
7F,0,9,湯川中学校前
7F,0,10,学園前
7F,0,11,日吉町１丁目
7F,0,12,花園町
7F,0,13,花園団地通
7F,0,14,東本通
7F,0,15,白百合学園前
7F,0,16,東山団地
7F,0,17,東山公園
7F,0,18,神山通
7F,0,19,中央小学校前
7F,0,20,亀田支所前
7F,0,21,富岡
7F,0,22,医師会病院前
7F,0,23,田家入口
7F,0,24,警察署前
7F,0,25,五稜郭公園入口
7F,0,26,五稜郭
7F,0,27,杉並町
7F,0,28,柏木町
7F,0,29,深堀町
7F,0,30,競馬場前
7F,0,31,駒場車庫前
7F,0,32,市民会館・函館アリーナ前
7F,0,33,湯川温泉電停前
7F,0,34,湯倉神社前
7F,0,35,湯川小学校前
7F,0,36,戸倉町
7F,0,37,戸倉中学校下
7F,0,38,湯川団地北口
7F,0,39,湯川団地中央
7F,0,40,空港団地入口
7F,0,41,空港団地
7F,0,42,瀬戸川町
7F,0,43,上瀬戸川町
7F,0,44,函館空港
8,0,1,函館駅前
8,0,2,松風町
8,0,3,大森稲荷前
8,0,4,宇賀浦町
8,0,5,啄木小公園
8,0,6,競輪場通
8,0,7,湯の川プリンスホテル
8,0,8,湯の川温泉
8,0,9,熱帯植物園前
8,0,10,函館空港
85A,0,1,昭和営業所前／昭和ターミナル
85A,0,2,亀田中学校前
85A,0,3,亀田支所前
85A,0,4,中央小学校前
85A,0,5,神山通
85A,0,6,東山公園
85A,0,7,東山団地
85A,0,8,白百合学園前
85A,0,9,東本通
85A,0,10,花園団地通
85A,0,11,花園町
85A,0,12,稲荷神社前
85A,0,13,函館自動車学校前
85A,0,14,国立病院前
85A,0,15,深堀町
85A,0,16,自衛隊前
85A,0,17,乃木町
85A,0,18,人見町
85A,0,19,時任町
85A,0,20,中部高校前
85A,0,21,巴中学校
85A,0,22,的場町
85A,0,23,堀川町中通
85A,0,24,昭和橋
85A,0,25,千歳町
85A,0,26,新川町
85A,0,27,松風町
85A,0,28,棒二森屋前
85A,0,29,函館駅前
市電⑤系統,0,1,湯の川
市電⑤系統,0,2,湯の川温泉
市電⑤系統,0,3,アリーナ前
市電⑤系統,0,4,駒場車庫前
市電⑤系統,0,5,競馬場前
市電⑤系統,0,6,深堀町
市電⑤系統,0,7,柏木町
市電⑤系統,0,8,杉並町
市電⑤系統,0,9,五稜郭公園前
市電⑤系統,0,10,中央病院前
市電⑤系統,0,11,千代台
市電⑤系統,0,12,堀川町
市電⑤系統,0,13,昭和橋
市電⑤系統,0,14,千歳町
市電⑤系統,0,15,新川町
市電⑤系統,0,16,松風町
市電⑤系統,0,17,函館駅前
市電⑤系統,0,18,市役所前
市電⑤系統,0,19,魚市場通
市電⑤系統,0,20,十字街
市電⑤系統,0,21,末広町
市電⑤系統,0,22,大町
市電⑤系統,0,23,函館どつく前
市電②系統,0,1,谷地頭
市電②系統,0,2,青柳町
市電②系統,0,3,宝来町
市電②系統,0,4,十字街
市電②系統,0,5,魚市場通
市電②系統,0,6,市役所前
市電②系統,0,7,函館駅前
市電②系統,0,8,松風町
市電②系統,0,9,新川町
市電②系統,0,10,千歳町
市電②系統,0,11,昭和橋
市電②系統,0,12,堀川町
市電②系統,0,13,千代台
市電②系統,0,14,中央病院前
市電②系統,0,15,五稜郭公園前
市電②系統,0,16,杉並町
市電②系統,0,17,柏木町
市電②系統,0,18,深堀町
市電②系統,0,19,競馬場前
市電②系統,0,20,駒場車庫前
市電②系統,0,21,アリーナ前
市電②系統,0,22,湯の川温泉
市電②系統,0,23,湯の川
市電⑤系統,0,1,湯の川
市電⑤系統,0,2,湯の川温泉
市電⑤系統,0,3,アリーナ前
市電⑤系統,0,4,駒場車庫前
市電⑤系統,0,5,競馬場前
市電⑤系統,0,6,深堀町
市電⑤系統,0,7,柏木町
市電⑤系統,0,8,杉並町
市電⑤系統,0,9,五稜郭公園前
市電⑤系統,0,10,中央病院前
市電⑤系統,0,11,千代台
市電⑤系統,0,12,堀川町
市電⑤系統,0,13,昭和橋
市電⑤系統,0,14,千歳町
市電⑤系統,0,15,新川町
市電⑤系統,0,16,松風町
市電⑤系統,0,17,函館駅前
市電⑤系統,0,18,市役所前
市電⑤系統,0,19,魚市場通
市電⑤系統,0,20,十字街
市電⑤系統,0,21,末広町
市電⑤系統,0,22,大町
市電⑤系統,0,23,函館どつく前
市電②系統,0,1,谷地頭
市電②系統,0,2,青柳町
市電②系統,0,3,宝来町
市電②系統,0,4,十字街
市電②系統,0,5,魚市場通
市電②系統,0,6,市役所前
市電②系統,0,7,函館駅前
市電②系統,0,8,松風町
市電②系統,0,9,新川町
市電②系統,0,10,千歳町
市電②系統,0,11,昭和橋
市電②系統,0,12,堀川町
市電②系統,0,13,千代台
市電②系統,0,14,中央病院前
市電②系統,0,15,五稜郭公園前
