direction,stop_sequence,stop_name
0,1,昭和営業所前
0,2,昭和２丁目
0,3,昭和小学校前
0,4,昭和高台
0,5,桐花通中央
0,6,清尚学院・高台通り
0,7,港町１丁目
0,8,港小学校前
0,9,市立函館病院
0,10,港町１丁目
0,11,開発建設部前
0,12,大野新道入口
0,13,亀田町
0,14,ガス会社前
0,15,宮前町
0,16,松川町
0,17,中の橋
0,18,大縄町
0,19,昭和通
0,20,若松町
0,21,函館駅前
0,22,市役所前
0,23,金融公庫前
0,24,銀座通
0,25,十字街
0,26,ロープウェイ前
0,27,元町（市内）
0,28,公会堂前
0,29,弥生町
0,30,幸坂
0,31,入舟町
0,32,称名寺通
0,33,高竜寺前
0,34,船見町・外国人墓地
