direction,stop_sequence,stop_name
0,1,谷地頭
0,2,青柳町
0,3,宝来町
0,4,十字街
0,5,魚市場通
0,6,市役所前
0,7,函館駅前
0,8,松風町
0,9,新川町
0,10,千歳町
0,11,昭和橋
0,12,堀川町
0,13,千代台
0,14,中央病院前
0,15,五稜郭公園前
0,16,杉並町
0,17,柏木町
0,18,深堀町
0,19,競馬場前
0,20,駒場車庫前
0,21,アリーナ前
0,22,湯の川温泉
0,23,湯の川
