direction,stop_sequence,stop_name
0,1,五稜郭駅前
0,2,ＪＲ車両所前
0,3,大野新道入口
0,4,亀田町
0,5,ガス会社前
0,6,宮前町
0,7,新世橋
0,8,テーオーデパート前
0,9,五稜郭
0,10,五稜郭病院前
0,11,市立函館高校前
0,12,大妻高校前
0,13,工業高校前
