direction,stop_sequence,stop_name
0,1,湯の川
0,2,湯の川温泉
0,3,アリーナ前
0,4,駒場車庫前
0,5,競馬場前
0,6,深堀町
0,7,柏木町
0,8,杉並町
0,9,五稜郭公園前
0,10,中央病院前
0,11,千代台
0,12,堀川町
0,13,昭和橋
0,14,千歳町
0,15,新川町
0,16,松風町
0,17,函館駅前
0,18,市役所前
0,19,魚市場通
0,20,十字街
0,21,末広町
0,22,大町
0,23,函館どつく前
