direction,stop_sequence,stop_name
0,1,昭和営業所前
0,2,亀田中学校前
0,3,亀田支所前
0,4,中央小学校前
0,5,神山通
0,6,東山公園
0,7,東山団地
0,8,白百合学園前
0,9,東本通
0,10,花園団地通
0,11,花園町
0,12,日吉町１丁目
0,13,学園前
0,14,湯川中学校前
0,15,湯倉神社前
0,16,湯川小学校前
0,17,戸倉町
0,18,戸倉中学校下
0,19,湯川団地北口
0,20,湯川団地中央
0,21,湯川団地中央
0,22,湯川団地北口
0,23,上湯川小学校下
0,24,トラピスチヌ入口
0,25,西旭岡一丁目
0,26,西旭岡４区
0,27,旭岡小学校前
0,28,旭岡幼稚園前
0,29,西旭岡二丁目
0,30,旭岡団地
0,31,旭岡生協前
0,32,旭岡中学校前
