node_id,longitude,latitude,elevation,degree,store_density_500m,supermarket_density_500m,stop_density_500m,dist_to_mirai_m,dist_to_station_m,cluster_id
262659272,140.736686,41.8282251,29.323318029921467,3,4,0,0,2935.850996059481,6235.7033133452705,0
262659285,140.7327235,41.8219159,15.671429402835734,4,3,0,0,3606.501897722572,5507.2438435368895,0
262659294,140.7355181,41.8092758,7.815405994599162,6,3,0,0,4473.401551451022,4135.896503092111,2
262659300,140.7345976,41.8035511,5.142719260144387,5,1,0,2,5044.637658326896,3495.745240948358,2
262659305,140.7337247,41.797763,4.199274901596013,8,8,2,3,5635.039043741691,2849.464800192949,5
262659315,140.731546,41.7881275,2.060804332951481,6,9,2,2,6667.400300652126,1763.9758193088228,5
262659321,140.730313,41.7845911,1.5193234102767512,6,3,1,3,7065.546343888342,1360.106903084347,2
262659322,140.7301578,41.7830714,1.5410236314330557,6,3,1,1,7223.841352264455,1191.1926933151951,2
262659323,140.7300598,41.782162,1.501647627599907,6,5,2,1,7318.978562036947,1090.1078603035803,5
262659324,140.7298165,41.7800621,1.461265218465219,6,5,1,1,7539.850679712061,856.6917774415033,2
262659328,140.7294325,41.7765655,1.4406912330185078,8,47,1,2,7908.643968843792,470.1073850230603,1
262659330,140.7292774,41.7752459,1.429222779710624,6,83,2,4,8048.663259222656,325.9113367916792,1
262660803,140.8002937,41.7723647,9.351262675012984,4,0,0,0,8214.854703787838,5964.241723608089,6
262660898,140.7320885,41.8239269,17.745852063992196,6,1,0,0,3515.1390828639537,5726.8035213779685,0
262661511,140.7299921,41.830056,28.96550760484199,6,6,0,5,3332.2382181461307,6399.91515936454,0
262661512,140.7309156,41.8274293,23.46441789658725,6,3,0,5,3392.247085114299,6110.714213053082,0
262667689,140.7252826,41.7730109,0.8587912693536329,6,89,1,6,8407.68712740427,232.1000345633986,1
262994006,140.7158738,41.8096953,2.3458211611422413,6,7,0,0,5542.7457760201105,4255.0079515260095,2
262995305,140.7364327,41.7945777,3.660743631098237,6,12,2,2,5846.749202201446,2552.791447685754,7
262995306,140.7393449,41.7944743,5.09062710628988,8,10,3,1,5757.718372803359,2617.720298590194,7
262995309,140.7412858,41.794737,6.028377302681923,8,10,3,2,5669.065754394622,2705.8066605625063,7
262995311,140.7446891,41.7956934,7.247404641384679,6,7,2,3,5469.873182779703,2924.506088301276,5
262995315,140.7468575,41.7951881,7.882944180258838,6,9,2,3,5465.718211075143,2964.931407252388,5
262995319,140.7488162,41.7945383,9.116896099407258,5,21,0,9,5488.1528467735825,2993.411045720753,2
262995469,140.7332346,41.794718,3.302034789480211,6,10,2,4,5951.562938543488,2509.195132603623,5
262995470,140.7496002,41.7946486,9.719582602713356,6,23,0,9,5458.992438462582,3040.9025059939154,2
