node_id,longitude,latitude,elevation,degree,store_density_500m,supermarket_density_500m,stop_density_500m,dist_to_mirai_m,dist_to_station_m,cluster_id
668039634,140.7546566,41.8170217,35.8231748182913,6,54,3,7,2961.87129477451,5416.254785038698,7
668039635,140.7587012,41.8138891,30.44783259524563,6,40,2,2,3203.231117766919,5252.677156562769,7
668039636,140.7572742,41.8147071,32.202943024338246,6,44,2,4,3142.530699261721,5277.571458385477,7
668039637,140.7581487,41.8140032,31.011945873904008,4,40,2,2,3200.952253585113,5242.005421338844,7
668039639,140.7582314,41.8143835,31.515432767940194,6,40,2,4,3158.260894499157,5282.45363948597,7
668039640,140.7568714,41.815013,32.57305792453778,6,45,2,4,3118.4358040571165,5292.7745721536385,7
668039641,140.7578655,41.8160549,34.58220794960763,6,44,2,4,2985.308426975962,5433.094922212719,7
668039642,140.7568764,41.8162829,34.97691575900305,6,47,2,5,2982.6452145966337,5419.319676054951,7
668039643,140.7580461,41.8166436,35.77735012951753,6,40,2,4,2918.262330651842,5498.16849956141,7
668039645,140.7577018,41.8165357,35.52661008873285,2,42,2,4,2937.1592117144246,5474.698544312065,7
668039647,140.7573897,41.8162015,34.84533593398059,6,47,2,4,2979.768188946945,5429.97494273501,7
668039648,140.7569943,41.8164023,35.22068817705393,6,46,2,5,2967.1904249031995,5435.511158070286,7
668039649,140.7590377,41.8153132,33.178952758337914,6,40,2,3,3042.7456387652524,5404.921636556782,7
668039651,140.7582934,41.8158355,34.1718465036282,8,44,2,4,3000.241172452446,5427.546082133274,7
668039654,140.759316,41.8163029,35.302657443931096,6,38,2,4,2930.4269142374364,5512.724255997573,7
668039655,140.759466,41.8166057,35.91690340935913,8,35,2,3,2894.907822636403,5548.243863916228,7
668039656,140.7588232,41.8164257,35.47318395951686,6,38,2,4,2926.2261735247207,5505.885180873319,7
668039657,140.7584401,41.8165346,35.596761865141204,6,40,2,4,2921.942624185447,5502.121761368083,7
668039658,140.7583184,41.8165681,35.65220023481508,6,40,2,4,2920.780490436099,5500.8609705536255,7
668039659,140.7568787,41.8169631,36.32662081070314,6,47,2,5,2910.127524037792,5487.379513821116,7
668039660,140.7574472,41.816806,36.048064195586015,6,44,2,5,2913.8016822669993,5492.246106972184,7
668039662,140.7575856,41.8171281,36.714872782305825,8,41,3,5,2876.2617881372603,5529.393585330592,7
668039663,140.7571667,41.8172416,36.90201477150677,6,46,3,5,2873.698690734488,5525.574126272958,7
668039664,140.7573875,41.8168172,36.06680550924515,6,44,2,5,2913.941958476074,5491.1857306135435,7
668039665,140.7577032,41.8173948,37.26970320816755,6,39,3,5,2845.112166786306,5560.265287760281,7
668039667,140.7573787,41.8177513,37.96103962668524,6,40,3,5,2814.4367055368866,5584.173970260322,7
668039668,140.7568495,41.8179079,38.22433991910419,6,38,4,3,2810.463223899153,5581.095237133911,7
668039669,140.7578112,41.8176527,37.80562913802374,6,38,3,5,2815.118143982939,5589.913959211093,7
668039670,140.7579314,41.817917,38.36958401090354,6,23,2,5,2784.168656058451,5620.647327282879,3
668039671,140.7587221,41.8171112,36.95379871249029,8,36,3,4,2854.165131835563,5569.745407606725,7
668039672,140.7583266,41.8172219,37.00966976509016,8,36,3,4,2850.2524781599996,5565.956769876988,7
668039673,140.7582003,41.8169603,36.4377181895862,6,38,3,4,2881.0035802439497,5535.312317344677,7
668039674,140.7591271,41.8169992,36.790855349214766,6,36,3,4,2858.460016241833,5573.982460787936,7
668039676,140.7591615,41.817979,38.842395534303606,6,17,2,4,2751.90195076019,5672.1050188501995,3
668039677,140.7583673,41.8177921,38.30155302850304,6,24,3,5,2788.122079943116,5624.112153660991,7
668039679,140.7585876,41.8177306,38.27079275799745,8,25,3,5,2790.145870415224,5626.124094204585,7
668039680,140.7589823,41.8176207,38.11580691324344,8,23,3,4,2794.0746734324493,5629.922799751637,7
668039681,140.7580455,41.8182565,39.18220491895829,6,18,1,5,2745.308600996456,5658.6720892458125,5
668039682,140.756996,41.8182215,38.87759743751473,6,28,3,3,2773.603420720629,5617.764806652432,7
668039683,140.7600221,41.8177266,38.190590822620095,6,16,2,3,2763.4827492006275,5679.7972804379915,3
672693979,140.7315627,41.7807531,1.9146341261238875,4,7,1,1,7411.775530211261,966.0512828415284,2
672693986,140.7234337,41.8023881,2.5117158391614143,6,3,0,5,5687.228254067849,3345.1808664915443,6
672693991,140.7290971,41.7846282,1.8041810450325604,6,2,1,2,7105.406523375046,1353.8050273486065,2
672693992,140.7292031,41.7864728,1.8847348410577436,8,4,1,1,6918.037392071347,1558.874166937541,2
672693994,140.7290468,41.7886302,2.3889554005145524,6,4,1,1,6710.974728929239,1797.4740584227982,2
672694002,140.7287905,41.7898312,2.2184072133150043,5,5,0,3,6603.331388015929,1929.9315285671823,2
672694003,140.7285977,41.7898684,2.26313304542107,6,5,0,3,6607.314713584752,1933.5910948350445,2
672694007,140.7272066,41.78652,2.3284439352366686,8,2,1,1,6989.217082424032,1562.3267694399058,2
672694011,140.7229616,41.800717,2.245991755045865,8,4,0,6,5856.356748923503,3165.650147101685,6
672694016,140.7259312,41.7961925,2.3843868735616245,6,1,0,4,6119.309338053607,2641.0903437955835,2
672694024,140.7286216,41.7904058,2.2239219156907333,5,6,0,3,6554.034857908582,1993.3271509819656,6
672694028,140.728635,41.7900399,2.243380496956313,6,5,0,3,6589.1229300963005,1952.7187419006812,6
672694032,140.7282629,41.7885773,2.3967689565394736,8,4,1,1,6746.574990363543,1789.652463574782,2
672694034,140.7329791,41.7805385,2.362847917931932,3,8,1,1,7388.499088197579,986.0467698725454,2
672694043,140.7273155,41.7885205,2.403429064251204,6,2,1,1,6789.486004108666,1784.1045002206745,2
672694049,140.7298967,41.7807086,1.4287960430188693,5,5,1,1,7471.585135349725,928.5875635571708,2
674906607,140.7024831,41.8383359,6.656341360333951,2,0,0,0,5339.545607903935,7614.485367380664,0
674906622,140.7080728,41.8391652,9.79580124336558,4,0,0,0,4872.974776758371,7590.019531536105,0
674906740,140.7340596,41.8437863,50.95047274762752,3,1,1,1,2725.3024898137655,7938.996400157943,0
722053441,140.797964,41.7750488,12.653484503054484,7,1,1,0,7869.981228620854,5779.136202978418,0
722053476,140.7969332,41.7766776,8.720281701692997,3,2,2,0,7671.249551111018,5706.169189045625,0
722053484,140.79869,41.7742412,11.958865517093214,6,0,0,0,7974.333014197935,5835.243928059186,6
722053491,140.7993409,41.773671,11.322498018540006,6,0,0,0,8051.838538370167,5887.136542551011,6
722053524,140.7932308,41.776523,5.425358311311342,4,4,1,0,7594.940629493218,5400.3465710832115,0
722064769,140.8178416,41.7866803,38.337988277118654,6,0,0,7,7445.240566942332,7578.20775528797,6
722064772,140.8172773,41.7866386,36.5541421636893,6,0,0,7,7422.960387132349,7531.711086346447,6
722064799,140.8142791,41.7855277,24.433003117467223,6,2,0,5,7392.22094651317,7264.354854041385,6
722064807,140.8128418,41.7861024,21.485016889567294,6,3,0,0,7275.73468546488,7161.436322922245,0
722119052,140.8144295,41.8010532,89.85289152248932,6,0,0,2,6004.388641864078,7805.605656667943,0
722119078,140.8095913,41.7916288,52.5663582004295,6,0,0,0,6612.4227091306275,7059.805568834644,0
722119083,140.802863,41.7947154,49.63121456909018,6,0,0,0,6033.886288253846,6652.334144172947,0
722119092,140.8035878,41.7946653,51.591544072623705,6,0,0,0,6068.250568147467,6705.838280188393,0
722119107,140.808269,41.7980643,73.41816294232802,6,0,0,2,5955.664058213994,7206.877116426536,0
722119235,140.7914022,41.7904304,30.716913956361655,6,0,0,5,6078.04067842984,5598.361534447748,6
722119244,140.7932102,41.7903048,31.445916457051275,10,0,0,5,6142.09941851783,5733.133866016216,6
722119425,140.8037752,41.7854316,36.04582975431052,6,6,0,9,6983.658907107409,6415.16752268071,0
722119437,140.8016081,41.7846386,33.67864488033742,6,8,2,6,6988.213389372163,6221.335736568042,5
722119443,140.8000297,41.7839582,32.20677745992258,5,7,2,6,7005.627315557797,6077.973039403917,5
722119444,140.7997867,41.7838903,31.97925775343451,6,7,2,6,7004.814870050995,6056.789242052611,5
722119446,140.7976893,41.7833454,29.95897060353011,6,8,2,6,6996.259453426762,5874.9560516181355,5
722119447,140.7970479,41.7831812,29.332896207602793,6,4,1,6,6994.347506020532,5819.42407991332,0
722119456,140.7961606,41.7828407,27.93829410312895,6,3,1,4,7004.266561914783,5740.075320366649,2
722119476,140.7935463,41.7807491,7.797287469541411,6,4,2,1,7154.040125124819,5485.239956134492,0
722523021,140.7896537,41.8321751,141.03107766741,6,1,0,0,2166.5345354591564,8358.923412280683,4
722523030,140.7835846,41.8381845,139.63359021542834,6,0,0,0,1433.2791761008214,8621.587886999532,4
722523031,140.7888989,41.8336306,144.84667079774226,6,1,0,0,2033.796319778432,8450.646242864332,4
722523033,140.787711,41.8402583,165.42090033042305,6,0,0,0,1719.3507208188275,8999.289311459961,4
722523072,140.7792441,41.8358187,115.9772880398119,6,0,0,0,1224.044131104069,8210.172972467642,4
722523090,140.7673841,41.8349902,87.89078478411582,8,4,0,0,785.2805705272847,7668.380532303992,4
722523091,140.7667893,41.8351128,89.59646445808114,6,4,0,0,771.2731213044294,7660.090892117693,4
722523111,140.8002884,41.8308513,160.732698534127,6,0,0,0,3014.2899447669784,8811.193450106182,4
722523113,140.8010032,41.8303514,160.2614681302771,8,0,0,0,3091.0418239460228,8810.596195088281,4
722523114,140.8016242,41.8298777,159.67193279124805,6,0,0,0,3159.7658834137724,8807.511549656916,4
722523116,140.8030069,41.8289104,158.75901988678635,6,0,0,0,3309.2156292742534,8809.751867087885,4
722523122,140.8048768,41.8273279,156.26997789869085,6,0,0,0,3526.370633774631,8796.064387584824,4
722523129,140.8074452,41.8258286,155.93437111292604,6,0,0,0,3791.678059779241,8837.463838563286,4
722523176,140.7928062,41.828092,132.04919019241183,6,0,0,0,2633.369663288712,8171.456007854377,4
722523178,140.7890178,41.8260893,118.8412469692134,6,0,0,0,2538.0705066089454,7799.226222267013,4
722523241,140.7863164,41.8314537,132.19569018885613,6,1,0,0,1980.7520955777857,8129.556472278952,4
722523448,140.7898519,41.8316874,139.66280368757694,6,1,0,0,2208.4136162669624,8326.002750845873,4
722523898,140.7955247,41.8049915,56.49180779070272,6,0,0,1,4742.126945201592,6639.913181635383,0
722523922,140.7990697,41.8058192,68.95796614667874,6,0,0,0,4816.684409638675,6935.8085867874315,0
722523930,140.7990132,41.8073457,70.15944997210786,6,0,0,0,4673.237427808439,7023.979624070038,0
722523962,140.7989608,41.8161307,100.63388037759916,6,0,0,0,3904.0956706882807,7602.746705175823,0
722523968,140.8006352,41.8201401,117.35556005478264,6,0,0,0,3690.793917933909,7997.380227441788,0
722523974,140.804352,41.826551,151.38572802376743,6,0,0,0,3529.3792840879746,8705.099922831512,4
722538732,140.7548653,41.8596749,149.87691245802702,6,0,0,0,2199.317704347756,9938.748144422903,4
722538734,140.7537145,41.8592453,145.6308503544172,6,0,0,0,2202.6507877467297,9871.389037795065,4
722538763,140.749891,41.8569989,127.94271938299045,6,0,0,0,2179.9309866147773,9563.24024971158,4
722538834,140.7460647,41.8545374,109.3084744520928,6,0,0,0,2215.861181414728,9238.687332482808,4
722538861,140.7439969,41.8525168,96.22014505660668,6,0,0,0,2226.2960059667685,8990.590741240709,4
722538880,140.7411009,41.8507958,82.73740460372677,6,0,0,0,2347.92132783744,8768.860932693986,0
722539035,140.7420209,41.848443,74.77312729211398,6,0,0,0,2180.490084446026,8519.492027985862,4
722539054,140.7415184,41.849795,79.22129041918322,6,0,0,0,2272.230190585859,8662.8976799854,0
725880279,140.7993872,41.778041,7.600430288753761,6,4,3,0,7596.787814090693,5921.877658375782,0
725880282,140.8004098,41.778314,7.711746677859547,6,3,2,4,7598.585506720583,6008.988055398825,0
725880287,140.8017169,41.7790211,6.905442306023054,6,3,2,6,7565.576649231825,6125.041161590199,5
725880295,140.8027431,41.780744,7.732000033887897,8,8,3,6,7421.972876194615,6234.447157042097,5
725880314,140.8117468,41.8432692,224.84717695743365,6,0,0,0,3693.1760979797054,10469.31157019549,4
725880324,140.803552,41.7878324,35.61801622499131,8,4,0,3,6736.132766957859,6462.493818247699,6
725880325,140.8055932,41.7868868,36.90860313184523,8,7,0,5,6906.221781466996,6598.779047582257,6
725880358,140.806671,41.783432,11.204209011793932,6,9,1,6,7288.493038064837,6603.632923462727,2
725880364,140.7976842,41.7912911,34.7964802584885,6,0,0,0,6181.3628699722585,6117.415149118591,0
725880366,140.7980905,41.7913452,35.05846491933629,6,0,0,3,6189.6896843841105,6150.973138397206,0
725880368,140.7986451,41.7914732,35.48064426363365,6,0,0,3,6195.8824156363025,6198.8351310099915,6
725880376,140.7914371,41.7917039,32.25233717770217,8,0,0,5,5945.693681908706,5653.002842767339,6
725880380,140.7888918,41.7917673,29.477663403690944,6,1,0,5,5871.141482324869,5461.934335326674,6
725880384,140.7858304,41.7920235,23.5957366178478,8,1,0,4,5771.049863221233,5242.309832087077,6
725880387,140.784922,41.7917364,20.497508839809093,6,1,0,4,5782.1725972572085,5160.88694532946,6
725880393,140.8049092,41.8301503,169.25675235605596,6,0,0,0,3394.7536247220683,9018.049058111765,4
725880394,140.7762685,41.8042495,25.13802800569857,6,7,1,3,4268.845611712086,5321.972225435872,0
725880395,140.7777236,41.8036813,27.82042976155962,6,5,1,4,4353.742100437189,5371.4150453639,0
725880398,140.7794168,41.8034742,31.58442148540105,6,3,0,5,4406.608851246203,5464.305631699064,2
725880399,140.78147,41.8033362,35.51439094702526,6,2,0,5,4463.775158320596,5587.396404080169,2
725880402,140.7841126,41.8031602,38.44656429670016,6,1,0,3,4545.497034360437,5749.456260970896,0
725880403,140.7843409,41.8031313,38.666824359006505,6,1,0,3,4554.426764076559,5762.733711867397,0
725880405,140.7853057,41.802959,39.52411435884735,6,1,0,3,4598.114490488503,5815.954699307358,0
725880406,140.7856844,41.8028896,39.85802144079603,6,1,0,3,4615.73178347261,5836.912170595307,0
725880407,140.7859566,41.8028384,40.09609500269192,6,1,0,3,4628.629158781036,5851.954455692538,0
725880411,140.7864634,41.8028711,40.727010558302695,6,1,0,3,4639.5059662398935,5888.249225240663,0
725880412,140.7868667,41.8030091,41.39320906385955,6,1,0,2,4636.773432649173,5924.301538903201,0
725880413,140.786932,41.8030258,41.49280322532541,6,1,0,2,4636.944427545528,5929.780579846279,0
725880417,140.7878997,41.8031087,42.56351005286104,6,1,0,3,4657.280157128841,6000.632400063301,0
725880420,140.7890726,41.8033251,43.681589236539935,6,1,0,3,4671.794617485794,6094.060344283533,0
725880427,140.7954089,41.8101382,73.90315547714188,6,0,0,0,4249.83161606421,6959.958638149945,0
725880429,140.7922106,41.8095067,66.41038258922781,6,0,0,0,4170.9462595567165,6707.724606595406,0
725880432,140.7919977,41.8093192,65.41384079777178,8,0,0,0,4180.329093810145,6681.077092016148,0
725880449,140.7877107,41.8094588,58.94831320201543,6,0,0,1,4003.689310625812,6415.170290530197,0
725880453,140.7869488,41.8090147,56.17026144916355,8,0,0,1,4022.2589852804,6335.297685671842,0
725880456,140.7850659,41.8078674,49.13184704598676,6,1,0,3,4079.66353053476,6134.363327269781,0
725880460,140.7828739,41.8069557,42.70413497046667,8,1,0,3,4113.0628810077205,5930.761685072997,0
725880462,140.7807547,41.8060617,38.43922702684059,8,1,0,4,4156.284041720922,5733.262396590396,2
725880463,140.7786364,41.8051618,32.590410064555435,6,3,0,4,4209.333335313535,5535.646642372799,2
725880469,140.7908183,41.8069019,55.10407482935975,6,0,0,1,4371.380313019196,6441.426142158875,0
725880478,140.7737557,41.8224444,72.03617502325308,6,0,0,0,2248.4555986463865,6713.858140675481,0
725880500,140.7669737,41.8114856,27.11304487171588,6,7,0,13,3396.039534192905,5396.980011852387,3
725880501,140.7657872,41.8098638,25.222367596834957,6,7,1,2,3577.6450320039867,5194.027502829263,5
725880506,140.7675695,41.8121569,28.0035310873747,6,6,0,12,3321.7762864500255,5486.166918230499,3
725880508,140.767832,41.8124082,28.69587403360037,8,5,0,12,3294.233675121586,5521.492045729257,3
725880509,140.7679361,41.8126116,29.598701166300792,6,5,0,12,3271.8298139145477,5544.767047630723,3
725880512,140.7681151,41.812992,30.98888388272557,10,5,0,12,3229.9617467320404,5587.549900994072,3
725880514,140.7684494,41.813107,31.665386162539395,6,5,0,12,3218.0893031891683,5614.198728784989,3
725880522,140.8082653,41.8310292,181.3248761966153,6,0,0,0,3617.135982390239,9283.128699014209,4
725880538,140.8081586,41.8301625,177.56061033898695,6,0,0,0,3642.658948713506,9209.578159238385,4
725880558,140.7984149,41.8309003,156.2011582490787,6,0,0,0,2871.8703557374815,8711.377458402956,4
725880560,140.7980757,41.8308959,155.32003619748545,6,0,0,0,2846.863358279392,8692.376137146915,4
725880564,140.7852788,41.8240438,105.71372511674136,6,0,0,0,2504.919155106752,7427.080942506361,4
725880567,140.7827615,41.8226749,96.92206730326468,6,0,0,0,2514.655195824431,7177.895724125234,4
725880573,140.7794674,41.8210885,86.12998391354105,5,0,0,2,2545.788311668748,6870.618447123458,0
725880574,140.7791931,41.820979,85.30990882542932,6,0,0,2,2547.9124064886164,6847.0767225640175,0
725880579,140.777771,41.8195206,77.9611464392026,6,0,0,2,2656.0818342237076,6647.18064585729,0
725880590,140.7749177,41.8155363,56.61824120819701,6,1,0,13,3017.3575389286525,6154.301414551901,5
725880594,140.7722512,41.8156262,48.25584238628621,6,1,0,13,2967.6752179168648,6026.316534817793,3
725880601,140.7704768,41.8144532,37.65751504541544,6,4,0,12,3079.639993273092,5834.0704475268785,3
725880603,140.7859067,41.8362092,141.8220829405971,8,1,0,0,1688.6903217354172,8542.201314376867,4
725880604,140.7896455,41.8386536,164.31641107579028,6,0,0,0,1905.1559435229933,8940.440157252278,4
725880657,140.7628675,41.8273959,63.75000098277955,6,14,0,12,1663.8968415811337,6746.2816642200005,3
725880658,140.7626714,41.8274493,63.5169876755642,6,14,0,12,1661.5018944542846,6744.771594521749,3
725880767,140.8065379,41.8349891,191.24144299747823,6,0,0,0,3354.076679957681,9498.813665282276,4
725880805,140.8008396,41.8324641,168.8670729137515,6,0,0,0,2987.2760030221593,8974.302608798074,4
725884821,140.740089,41.8445452,58.94993756605021,4,1,1,0,2238.2569473778526,8069.425298997986,0
725884829,140.739949,41.8445431,58.671115708568315,4,1,1,0,2249.6899834379637,8067.774353322087,0
757017496,140.8008161,41.7756322,14.354125088737725,6,1,1,0,7888.783072182042,6017.592437240789,0
757017631,140.804115,41.7761846,16.54196846497283,6,2,2,0,7932.403855293493,6293.034085322395,0
757018208,140.7607626,41.795371,14.80245732410242,6,3,1,6,5211.925640729489,3712.036487128727,5
757018233,140.7220374,41.7824536,2.2298356702516955,6,0,0,0,7590.168864745101,1213.3654116794205,6
757018243,140.7270109,41.7827368,1.7574728067905323,7,2,1,1,7370.1117683887505,1143.5565872743723,2
757018268,140.7290667,41.7831221,1.617570126024561,8,3,1,1,7257.1042971419165,1186.715798517641,2
757018312,140.7292307,41.7846242,1.7215353765679702,6,2,1,2,7100.96068425658,1354.1434131204792,2
757018426,140.7679526,41.8361189,93.46454546160344,6,4,0,0,663.8393230832445,7801.846062470816,4
757018459,140.7671419,41.8359092,93.71106006444695,6,4,0,0,682.6616038007594,7752.639618532125,4
757018485,140.7666542,41.8347834,87.82828847916676,8,4,0,0,808.1887995827346,7622.1865433880685,4
757018509,140.7662287,41.8335462,80.5178185674469,6,4,0,0,947.3065753254664,7482.699063978059,4
757018516,140.76643,41.8333542,80.28871338000056,6,4,0,0,967.6246074817172,7470.393679054457,4
757018540,140.7642153,41.817995,41.78885390131294,6,0,0,2,2682.7767724030964,5874.380161538736,0
757018727,140.7652629,41.8179037,42.62292952258766,8,0,0,2,2686.8605062369293,5910.139931961169,0
757018742,140.766049,41.8178697,43.35381212610039,8,0,0,2,2687.9365655162596,5940.924365155057,0
757019606,140.7362095,41.800715,6.13390966253296,4,3,0,1,5248.786571090017,3210.2771937009006,2
757019807,140.7332538,41.7948435,3.342227776174002,6,10,2,4,5938.503161744885,2523.2028836368227,5
757019908,140.7285221,41.794623,1.986246959313396,8,7,1,5,6152.242948466073,2461.575182030763,2
757019926,140.7271415,41.7942408,2.346805517837575,6,3,0,4,6247.85695806118,2419.772637024229,2
757020023,140.7271111,41.7846889,2.052170180346749,6,2,1,2,7173.0484396872225,1359.499132940283,2
757020153,140.7340298,41.7996036,4.599698416378105,6,5,2,3,5444.761700933284,3055.3124581471016,5
757020609,140.8006861,41.7891616,33.71641260897082,6,1,0,3,6499.8849216284425,6276.797450512534,6
757020707,140.801569,41.7809903,14.909019584501776,6,8,3,6,7358.800965955451,6142.816447819502,5
757020779,140.7524099,41.7959836,12.910271855060362,5,13,0,6,5258.149827794378,3298.4674756496206,2
757021170,140.7406919,41.8217566,26.46888992113441,6,16,1,0,3130.3937448670526,5574.954935930403,0
757021173,140.7406195,41.8216999,26.343796502699625,6,16,1,0,3139.0744322799005,5567.647799333088,0
757021215,140.7950274,41.79012,32.10880328980782,6,0,0,5,6215.5000162499055,5867.149122410115,6
757021764,140.7913653,41.7875347,27.981511032315392,8,0,0,5,6381.539690810093,5489.027537549386,6
757021792,140.7825339,41.8123231,60.562676718013705,6,0,0,0,3542.568604000482,6312.350324278918,0
757021794,140.7815493,41.8127484,60.46455135119283,6,0,0,0,3469.6445924860996,6288.251736951387,0
757021802,140.7793677,41.8133365,59.01536078828446,8,0,0,0,3349.3141382974845,6210.73928611165,0
757021805,140.7783793,41.8127975,55.85978648917693,6,0,0,0,3382.8962755467705,6111.351508124328,0
757021808,140.7748011,41.8111859,37.50399298332324,6,1,0,11,3489.0369729924905,5780.096658356366,5
757021810,140.7739655,41.8109227,33.10434074057581,6,2,0,11,3505.8429784895607,5712.374768548548,5
757021812,140.7734973,41.8107756,31.005933422438257,6,2,0,11,3515.8805691289135,5674.539035361157,5
757021815,140.7732068,41.8106156,30.22539534863714,6,5,0,11,3529.900457738845,5645.35802101525,5
757021816,140.7729198,41.8104255,29.412594500097047,6,5,0,11,3547.468176278692,5613.862080778411,3
757021819,140.7723613,41.8099971,27.754826701610945,6,6,0,12,3588.659696542436,5547.695450270989,3
757021821,140.7718218,41.8095347,26.09026266191951,6,7,1,13,3634.5184564528895,5479.725013604829,3
757021822,140.7709851,41.8088342,25.07116090366861,6,8,1,13,3705.143281924358,5375.699229479697,3
757021876,140.7236863,41.7637938,2.689062604608147,4,0,0,5,9400.614447944392,1027.5231086459628,6
757021879,140.7243554,41.7644158,2.460291239851047,6,0,0,4,9315.744813299863,943.9882908903908,6
757021881,140.7251541,41.7651414,2.1924416563123987,6,2,0,8,9216.26299273928,847.3833877858904,6
757021886,140.7273065,41.7671159,1.9679435535735064,6,8,0,9,8946.722387103613,597.5856804891653,1
757021892,140.7281952,41.7680901,2.732000896393275,5,22,0,11,8819.206798684569,486.87329379511766,1
757021967,140.7483642,41.7991347,10.36778606471872,7,5,0,1,5010.240152306573,3405.6798736963106,2
757022164,140.702535,41.7580574,216.1619876127407,6,0,0,1,10741.470999402354,2641.5132657534914,6
757022297,140.716872,41.7569897,20.48965236023062,8,0,0,4,10316.149008678112,1949.5530662255576,6
757022307,140.7287834,41.7677944,2.892256965399051,7,12,0,10,8832.381444023802,523.464344953191,1
757022309,140.7278655,41.7668281,1.919370088021224,8,4,0,9,8959.758547544221,626.913298483435,1
757022735,140.7107285,41.7665927,16.467906148647064,8,1,0,6,9583.616297975712,1567.3875385360957,6
757022873,140.704372,41.7512115,207.0,6,0,0,14,11338.592138361731,3062.352056528938,6
757023182,140.7010522,41.7563653,179.23331085620276,6,0,0,14,10965.381138898983,2853.7591167806377,6
757023195,140.7018407,41.7576338,198.16169637857016,6,0,0,1,10810.755015257451,2715.5988034051657,6
757023346,140.7024643,41.7733128,2.122181954167126,8,2,1,1,9310.26538416749,2108.7750957783014,6
757023352,140.7024707,41.7727183,2.1128719767021393,8,3,1,1,9364.220063870562,2106.3479008797963,6
757023367,140.7031294,41.7725819,2.0678632454300168,6,3,1,2,9345.938253412442,2051.862162929677,2
757023370,140.7027585,41.7718225,5.4163319605190035,8,3,1,2,9432.89521438236,2083.6659143225484,6
757023373,140.7028097,41.7717701,6.253932484771871,8,3,1,2,9435.339442375454,2079.653972630186,6
757023398,140.7178716,41.7646995,4.882747354750357,8,0,0,4,9502.173782270684,1201.460342451929,6
757023420,140.7158437,41.7654022,4.2973959846162995,8,0,0,5,9504.7362708943,1273.7299887622255,6
757023513,140.7062325,41.7699995,15.404815563530974,8,4,1,5,9445.887620831374,1816.672827878967,2
757023716,140.717227,41.7595652,18.774237086288103,6,0,0,4,10042.661777154355,1686.854765641444,6
757023740,140.7052503,41.7704977,16.704552748809327,8,4,1,3,9442.503559884326,1889.598249385007,2
757023853,140.711934,41.7658365,15.49912400615008,8,0,0,4,9609.773431794876,1516.5575146525262,6
757024012,140.7273953,41.7727851,1.1851019903692623,4,96,1,10,8360.92061143659,60.94522424273882,1
757024015,140.7269888,41.772248,1.13096203600731,6,94,1,10,8428.957229215792,86.99360055609812,1
757024019,140.7239168,41.7684521,1.4760321547675217,6,44,0,9,8916.516445268826,559.2318097660637,1
757024021,140.722427,41.7671873,1.6185800434746749,8,6,0,8,9094.566126270776,745.5546371687695,6
757024024,140.721371,41.7664837,1.7934998508236155,8,3,0,7,9201.41778331061,861.0575239365551,6
757024027,140.7184849,41.7650152,2.3369183395804174,8,0,0,3,9448.915260633374,1141.1311981144067,6
757024106,140.7394942,41.7810759,4.628817316281229,8,11,3,6,7144.796979711739,1346.6163774176264,5
757024162,140.7406236,41.7755453,3.824286981367888,6,4,1,3,7703.022708927544,1096.0599405124797,2
757024167,140.740746,41.7739311,3.892005729057648,4,6,1,3,7872.427212864312,1064.0006272493138,2
757024172,140.7410353,41.7699779,4.029715794742219,5,5,0,1,8289.341548493094,1110.481779901252,6
757024190,140.7486583,41.7840904,12.344657499833746,6,5,1,3,6615.248893237954,2138.0881629900705,2
757024194,140.7485589,41.7841686,12.365756988168148,6,5,1,3,6608.675952102242,2136.830425061574,2
757024240,140.7450103,41.7851837,8.90844811348766,6,9,1,5,6573.722189006466,1991.1113400905604,5
757024247,140.7438669,41.7853031,8.377751058192379,6,9,0,5,6587.693272272363,1935.5401285023977,2
757024281,140.7330155,41.7807995,2.4155136609834713,3,7,1,1,7360.540638665131,1013.7020284419646,2
757024289,140.7340377,41.7807071,2.741903952222333,4,7,1,1,7338.35535780439,1041.920512114429,2
757024292,140.7357992,41.7795395,2.819530392084751,6,9,1,1,7407.225121772851,1015.3295851480766,2
757024326,140.739568,41.7792209,3.958449563074838,6,11,3,3,7338.619351592414,1213.812380569792,5
757024458,140.7392454,41.7840848,3.709881843791077,5,6,0,5,6835.508151348203,1589.293842752314,2
757024461,140.735704,41.7818119,2.668367830465612,8,7,1,1,7173.8682136982625,1217.0322084671088,2
757024464,140.7349094,41.7813619,2.7283829006527114,6,7,1,2,7244.240861804995,1140.5507005703544,2
757024471,140.7303505,41.7849325,1.5158839433002844,6,3,1,3,7029.962625334549,1398.0971614226012,2
757024480,140.7354563,41.7845473,2.607529043226547,6,10,3,2,6898.898925423817,1476.0752626157123,5
757024487,140.7395038,41.7840158,3.806427956499288,6,6,0,5,6835.624414137762,1595.6626455982396,2
757024500,140.7505873,41.7768825,6.069681307337777,8,0,0,2,7366.132774349559,1926.85716008158,6
757024532,140.7450197,41.7761558,4.675862938327935,8,3,2,1,7542.630897857141,1462.6181070148086,2
757024537,140.7479588,41.7765389,5.411546532279815,8,1,0,3,7446.3973821630625,1707.5269796880657,6
757024620,140.7370478,41.7889059,3.5117374615337,6,14,1,4,6401.204006354539,1972.703207527046,2
757024705,140.7316747,41.788117,2.0355880296391127,8,9,2,2,6663.796710783543,1764.618538916042,5
