node_id,longitude,latitude,elevation,degree,store_density_500m,supermarket_density_500m,stop_density_500m,cluster_id
12230090403,140.7279468,41.7959254,2.025295298103698,6,5,1,5,0
12230090404,140.7276078,41.7964141,2.071551769335741,6,3,1,4,0
12230090407,140.7295929,41.7960214,2.0284552446664557,2,9,1,5,7
12230090414,140.7277893,41.7961532,2.0466912866904807,6,5,1,5,0
12230090416,140.7273755,41.796785,2.0986886063044614,2,3,1,4,7
12230090417,140.7281877,41.796273,1.9044417831479423,6,5,1,5,0
12230090428,140.7235623,41.8019936,2.4511046450976615,8,4,0,5,1
12230090451,140.7271902,41.8020269,3.0871790157698955,2,4,0,7,1
12230090453,140.7272146,41.8019057,3.054867904743898,6,4,0,7,1
12230090455,140.7276114,41.800961,2.8601417104068676,6,4,0,6,1
12230090459,140.7264609,41.8011852,2.6142998531795207,6,4,0,6,1
12230090462,140.7250245,41.8030272,2.698902092057419,6,3,0,6,1
12230090464,140.7281318,41.7915539,2.272102359163357,6,3,0,3,1
12230090465,140.7279835,41.7919822,2.281678737291883,6,3,0,4,1
12230090469,140.7276689,41.7928414,2.3050613695800206,6,3,0,3,1
12230090470,140.7267916,41.7947467,2.3999037233355893,6,1,0,4,1
12231923848,140.7425894,41.7951111,6.54066285428981,6,6,3,3,2
12231923869,140.7417569,41.7953669,6.46438061363657,2,5,3,3,3
12231923871,140.7421073,41.794959,6.34423579269481,6,6,3,3,2
12231923872,140.7414842,41.7953469,6.386758949628233,2,6,3,3,0
12231923873,140.7411138,41.7952971,6.242600353100049,6,7,3,3,2
12231923874,140.7400179,41.7960268,5.814355898933879,6,8,3,0,2
12231923875,140.7400098,41.7958968,5.779400025413601,2,8,3,0,3
12231923876,140.7400119,41.7959304,5.788438309453873,6,8,3,0,2
12231923877,140.7410818,41.7958888,6.364025173345839,6,7,3,3,2
12231923878,140.741456,41.7957445,6.534872369608415,6,6,3,3,2
12231923883,140.7411539,41.7964,6.523502737049589,6,6,3,3,2
12231923884,140.74154,41.7958238,6.599449543223297,6,5,3,3,2
12231923885,140.7398687,41.7960314,5.733806947596918,6,8,3,0,2
12231923886,140.7398578,41.7955984,5.626174132270718,2,8,3,0,3
12231923892,140.7410673,41.7966039,6.598517029398466,8,6,3,1,2
12231923899,140.7412266,41.7955344,6.360033067176942,2,7,3,3,0
12231928301,140.7402837,41.7974933,6.896297591050225,6,5,3,1,2
12231928302,140.7395391,41.7975226,6.535729974922745,6,8,3,0,2
12231928303,140.7386885,41.7970617,5.733874181274343,6,11,4,1,2
12231928304,140.738649,41.7965607,5.318333285079662,6,11,4,1,2
12231928305,140.7386194,41.7960601,5.057039327681078,6,11,4,1,2
12231928306,140.7393727,41.795435,5.322403667579404,6,9,3,1,2
12231928307,140.7396153,41.7954254,5.452878825811399,6,9,3,1,2
12231928308,140.7397311,41.7954314,5.517643153927768,2,8,3,1,3
12231928327,140.7416047,41.7966509,6.912503309218018,2,5,3,3,3
12231928330,140.7413464,41.7948122,6.0815075641777785,2,9,3,2,3
12231928338,140.7436287,41.7959084,7.154813350125099,6,5,2,3,3
12231928339,140.743641,41.7960382,7.21320787988381,6,5,2,3,3
12231928347,140.741738,41.7964686,6.859178006642888,2,5,3,3,0
12231928348,140.7417434,41.7960906,6.773377223575514,6,5,3,3,2
12231928349,140.7417414,41.7962555,6.811001863113158,2,5,3,3,3
12231928352,140.7411712,41.795361,6.289008407920381,2,7,3,3,3
12231928355,140.7449213,41.7958326,7.33115184975614,6,5,2,3,3
12231928356,140.7438148,41.7961413,7.288323224343507,6,5,2,3,3
12231928357,140.7438336,41.7963586,7.385768496114634,6,5,2,3,3
12231928359,140.7436973,41.7966526,7.489278110905894,6,5,2,3,3
12231928360,140.7444692,41.7973897,7.921667438619218,6,4,2,3,3
12231928364,140.7464153,41.796873,8.108976047515636,2,4,2,3,0
12231928365,140.746389,41.797357,8.252301790454746,6,5,2,3,3
